[INFO | 2022-05-05T00:00:00] Saved daily portfolio balance: 10000.0
[INFO | 2022-05-05T00:15:00] ==== BTC-USDT | 2022-05-05T00:00 | 39696.5 | 39669.0 | 39744.0 | 39669.0 | 488.94
[INFO | 2022-05-05T00:30:00] ==== BTC-USDT | 2022-05-05T00:15 | 39669.0 | 39673.0 | 39679.0 | 39546.0 | 740.09
[INFO | 2022-05-05T00:45:00] ==== BTC-USDT | 2022-05-05T00:30 | 39673.0 | 39675.0 | 39717.0 | 39656.5 | 286.24
[INFO | 2022-05-05T01:00:00] ==== BTC-USDT | 2022-05-05T00:45 | 39675.0 | 39660.5 | 39679.0 | 39628.0 | 257.87
[INFO | 2022-05-05T01:15:00] ==== BTC-USDT | 2022-05-05T01:00 | 39660.5 | 39620.5 | 39668.0 | 39612.0 | 278.59
[INFO | 2022-05-05T01:30:00] ==== BTC-USDT | 2022-05-05T01:15 | 39620.5 | 39646.5 | 39658.0 | 39601.0 | 251.14
[INFO | 2022-05-05T01:45:00] ==== BTC-USDT | 2022-05-05T01:30 | 39646.5 | 39670.5 | 39699.0 | 39634.0 | 329.48
[INFO | 2022-05-05T02:00:00] ==== BTC-USDT | 2022-05-05T01:45 | 39670.5 | 39622.5 | 39670.5 | 39608.5 | 259.83
[INFO | 2022-05-05T02:15:00] ==== BTC-USDT | 2022-05-05T02:00 | 39622.5 | 39681.0 | 39701.0 | 39598.0 | 303.41
[INFO | 2022-05-05T02:30:00] ==== BTC-USDT | 2022-05-05T02:15 | 39681.0 | 39684.0 | 39684.0 | 39671.5 | 98.88
[INFO | 2022-05-05T02:45:00] ==== BTC-USDT | 2022-05-05T02:30 | 39684.0 | 39736.0 | 39743.0 | 39684.0 | 349.2
[INFO | 2022-05-05T03:00:00] ==== BTC-USDT | 2022-05-05T02:45 | 39736.0 | 39773.0 | 39801.0 | 39690.0 | 794.45
[INFO | 2022-05-05T03:15:00] ==== BTC-USDT | 2022-05-05T03:00 | 39773.0 | 39745.0 | 39773.0 | 39740.0 | 152.51
[INFO | 2022-05-05T03:30:00] ==== BTC-USDT | 2022-05-05T03:15 | 39745.0 | 39751.0 | 39751.0 | 39744.5 | 134.21
[INFO | 2022-05-05T03:45:00] ==== BTC-USDT | 2022-05-05T03:30 | 39751.0 | 39695.0 | 39751.0 | 39680.0 | 340.58
[INFO | 2022-05-05T04:00:00] ==== BTC-USDT | 2022-05-05T03:45 | 39695.0 | 39721.0 | 39732.0 | 39680.0 | 277.55
[INFO | 2022-05-05T04:15:00] ==== BTC-USDT | 2022-05-05T04:00 | 39721.0 | 39687.0 | 39722.0 | 39687.0 | 163.01
[INFO | 2022-05-05T04:30:00] ==== BTC-USDT | 2022-05-05T04:15 | 39687.0 | 39691.0 | 39709.0 | 39687.0 | 228.28
